Event Data Level Sequence In Catalog,Unq Users level start,Event Data Unq Users Level Started (Before X Days),Unq Users level complete,Event Data Unq Users Level Completed (Before X Days),Unq Users level fail,Event Data # Level Start Events,Event Data # Level Fail Events,Event Data # Level Complete Events,# Level Steps,Avg Stacks Placed to Complete,Unq Users Level complete (1st attempt),Unq Users Level complete (2nd attempt),Unq Users Level complete (3+ attempt),Unq Users level step,Avg Stacks Placed to Fail,Avg goal complete % - Lvl Fail,# Rv Slot Unlock,# powerup used,unq users used rv slot,Coin Sink,# Level Pre Fail Events,Payers,Total Customer,Median Coin Balance,Coin Balance Below 20,Booster Balance 0,Total Level Revenue,Total Level RV Revenue,Total Level Ad Revenue,IAP Revenue,Funnel %,Level Churn %,Level Fail %,Fail / User,Absolute Level Fail % (Unique),Retry Ratio,Lvl complete % (1st Attempt),Lvl complete % (2nd Attempt),Lvl complete % (3+ Attempt),Unique Level Fail %,Avg Play on used,Avg Powerup Used,Rv Slot % (unique),Level Pre Fail %,Total Revenue / User,Total RV Revenue / User,Total Ad Revenue / User,IAP Revenue / User,ARPPU
928,"43,601","39,821","42,572","38,872","11,346","81,912","31,704","44,886","301,706",84.9,"30,488","5,675","6,832","37,104",43.2,18.8,"21,601","78,931","12,491","497,210","40,360",62,"4,638",46,"9,465","22,569","$2,686.70",$706.25,"$1,287.63",$465.29,5.0%,2.4%,38.7%,0.7,85.1%,1.9,69.9%,13.0%,15.7%,26.0%,6.92,0.96,28.6%,49.3%,$0.06,$0.02,$0.03,$0.01,$0.58
929,"43,252","39,580","42,533","38,902","9,097","66,468","18,277","44,848","238,997",89.4,"32,690","5,369","4,873","35,878",40.5,43.8,"19,471","66,570","12,569","431,450","23,493",51,"4,581",50,"8,368","21,532","$1,392.69",$462.04,$928.38,$385.47,5.0%,1.7%,27.5%,0.4,83.0%,1.6,75.6%,12.4%,11.3%,21.0%,5.53,1.00,29.1%,35.3%,$0.03,$0.01,$0.02,$0.01,$0.30
930,"46,458","42,654","42,795","38,947","21,807","340,421","262,909","45,100","1,224,786",135.5,"22,615","4,850","15,895","43,973",40.3,22.8,"73,849","244,935","23,763","1,328,075","304,692",394,"5,063",38,"12,348","24,758","$5,969.12","$1,746.19","$4,441.52","$3,143.82",5.0%,8.7%,77.2%,5.7,94.7%,8.0,48.7%,10.4%,34.2%,46.9%,26.36,0.72,51.1%,89.5%,$0.13,$0.04,$0.10,$0.07,$1.18
931,"44,002","40,034","42,722","38,826","15,012","105,369","52,617","45,103","417,101",105.9,"27,265","6,225","9,787","39,186",45.5,37.5,"28,576","108,391","15,938","640,290","66,482",80,"4,646",42,"10,632","23,783","$3,996.46","$1,096.34","$1,842.17",$709.07,5.0%,3.0%,49.9%,1.2,89.1%,2.5,62.0%,14.1%,22.2%,34.1%,9.48,1.03,36.2%,63.1%,$0.09,$0.02,$0.04,$0.02,$0.86
932,"44,032","40,185","42,139","38,377","19,628","169,106","110,009","44,375","678,293",112.5,"22,586","5,204","14,896","41,033",43.9,35.8,"49,962","173,816","18,014","985,520","134,527",190,"4,698",38,"11,356","23,841","$3,271.87","$1,069.26","$2,233.47","$1,393.87",4.9%,4.5%,65.1%,2.5,93.2%,4.0,51.3%,11.8%,33.8%,44.6%,15.40,1.03,40.9%,79.6%,$0.07,$0.02,$0.05,$0.03,$0.70
933,"43,687","39,797","42,672","38,786","12,929","92,347","40,534","44,919","352,746",91.2,"28,952","5,666","8,525","38,059",49.7,45.4,"19,980","85,683","12,510","564,460","52,058",87,"4,637",43,"10,196","23,259","$2,650.47",$857.77,"$1,531.30",$712.07,5.0%,2.5%,43.9%,0.9,87.1%,2.2,66.3%,13.0%,19.5%,29.6%,8.07,0.93,28.6%,56.4%,$0.06,$0.02,$0.04,$0.02,$0.57
934,"43,839","39,927","41,945","38,116","17,749","152,012","94,024","44,217","673,089",140.3,"24,262","5,687","12,588","40,522",60.6,35.8,"46,199","166,901","19,279","897,125","118,508",171,"4,722",39,"10,837","23,839","$3,091.36",$945.68,"$1,967.03","$1,333.95",4.9%,4.5%,61.9%,2.1,92.4%,3.6,55.3%,13.0%,28.7%,40.5%,15.35,1.10,44.0%,78.0%,$0.07,$0.02,$0.04,$0.03,$0.65
935,"43,093","39,202","42,109","38,290","13,371","83,545","33,736","44,413","335,585",104.0,"28,078","6,481","8,060","37,829",37.3,34.4,"24,834","90,062","14,171","532,310","44,858",62,"4,638",45,"9,688","22,810","$2,502.73",$810.26,"$1,396.47",$417.28,4.9%,2.3%,40.4%,0.8,87.8%,2.0,65.2%,15.0%,18.7%,31.0%,7.79,1.08,32.9%,53.7%,$0.06,$0.02,$0.03,$0.01,$0.54
936,"43,568","39,664","41,640","37,904","17,864","153,736","94,877","43,886","652,171",126.6,"23,613","5,636","12,981","40,458",53.6,45.1,"45,490","165,142","19,891","888,880","119,919",163,"4,614",40,"10,559","23,195","$2,958.47",$922.69,"$1,908.86","$1,285.17",4.9%,4.4%,61.7%,2.2,92.9%,3.7,54.2%,12.9%,29.8%,41.0%,14.97,1.07,45.7%,78.0%,$0.07,$0.02,$0.04,$0.03,$0.64
937,"42,779","38,993","41,771","38,054","13,691","85,027","35,085","44,154","320,421",84.8,"27,353","6,370","8,602","37,658",37.7,22.5,"22,701","79,459","13,458","489,895","45,074",68,"4,501",46,"9,377","22,390","$2,292.11",$787.37,"$1,388.54",$500.21,4.9%,2.4%,41.3%,0.8,88.0%,2.0,63.9%,14.9%,20.1%,32.0%,7.49,0.93,31.5%,53.0%,$0.05,$0.02,$0.03,$0.01,$0.51
938,"42,676","38,987","41,565","37,959","13,955","88,640","38,720","43,857","360,948",69.9,"26,954","6,089","9,031","37,399",37.9,41.9,"41,916","111,952","17,189","565,685","49,202",84,"4,488",47,"8,800","21,716","$1,878.01",$638.85,"$1,223.90",$611.96,4.8%,2.6%,43.7%,0.9,87.6%,2.1,63.2%,14.3%,21.2%,32.7%,8.46,1.26,40.3%,55.5%,$0.04,$0.01,$0.03,$0.01,$0.42
939,"42,638","38,935","41,710","38,056","14,635","85,386","36,398","43,988","297,460",64.0,"26,662","6,797","8,851","37,061",26.9,24.1,"17,156","72,082","9,899","492,735","47,227",65,"4,544",51,"8,224","21,187","$1,980.63",$669.93,"$1,202.89",$525.32,4.9%,2.3%,42.6%,0.9,86.9%,2.0,62.5%,15.9%,20.8%,34.3%,6.98,0.84,23.2%,55.3%,$0.05,$0.02,$0.03,$0.01,$0.44
940,"44,170","40,412","42,221","38,470","17,433","196,927","134,694","44,519","727,807",91.7,"24,956","4,940","12,829","40,314",40.2,38.2,"64,962","172,119","19,262","848,945","159,939",180,"4,698",44,"10,088","22,634","$3,070.01","$1,022.25","$2,304.32","$1,303.97",4.9%,4.8%,68.4%,3.0,91.3%,4.7,56.5%,11.2%,29.0%,39.5%,16.48,0.87,43.6%,81.2%,$0.07,$0.02,$0.05,$0.03,$0.65
941,"42,978","39,153","42,183","38,408","9,808","68,794","20,848","44,517","239,219",72.9,"31,678","5,630","5,280","35,687",34.5,43.5,"23,721","68,637","14,886","421,975","27,211",46,"4,525",50,"8,763","21,795","$2,368.53",$801.75,"$1,253.04",$332.48,4.9%,1.9%,30.3%,0.5,83.0%,1.6,73.7%,13.1%,12.3%,22.8%,5.57,1.00,34.6%,39.6%,$0.06,$0.02,$0.03,$0.01,$0.52
942,"43,357","39,554","42,345","38,571","12,466","84,594","34,234","44,729","333,654",114.4,"29,183","5,694","7,924","38,189",38.1,32.9,"26,534","96,088","15,760","627,090","43,001",74,"4,532",48,"8,386","21,362","$1,535.61",$525.18,"$1,058.36",$633.21,4.9%,2.5%,40.5%,0.8,88.1%,2.0,67.3%,13.1%,18.3%,28.8%,7.70,1.14,36.3%,50.8%,$0.04,$0.01,$0.02,$0.01,$0.34
943,"43,559","39,646","42,370","38,491","14,466","111,385","58,588","44,699","403,581",74.4,"27,468","5,278","10,113","38,310",38.6,46.9,"31,814","113,597","16,514","733,750","71,945",115,"4,625",47,"9,196","22,115","$2,335.49",$733.73,"$1,497.69",$851.69,4.9%,2.9%,52.6%,1.3,87.9%,2.6,63.1%,12.1%,23.2%,33.2%,9.27,1.02,37.9%,64.6%,$0.05,$0.02,$0.03,$0.02,$0.50
944,"43,886","40,038","42,463","38,668","17,293","141,334","85,358","44,859","573,985",136.3,"25,029","5,645","12,393","39,980",43.8,27.7,"26,966","149,858","16,880","883,325","105,440",167,"4,610",42,"10,655","23,299","$2,945.68",$926.84,"$1,813.71","$1,300.90",4.9%,3.4%,60.4%,1.9,91.1%,3.3,57.0%,12.9%,28.2%,39.4%,13.08,1.06,38.5%,74.6%,$0.07,$0.02,$0.04,$0.03,$0.64
945,"43,564","39,693","41,795","38,124","13,120","136,187","80,050","44,139","563,086",104.2,"28,598","5,015","8,692","37,805",54.2,19.0,"36,355","136,030","15,679","752,540","101,044",147,"4,562",43,"10,431","23,297","$3,332.40","$1,000.32","$1,966.45",$998.23,4.9%,4.0%,58.8%,1.8,86.8%,3.3,65.6%,11.5%,20.0%,30.1%,12.93,1.00,36.0%,74.2%,$0.08,$0.02,$0.05,$0.02,$0.73
946,"43,019","39,263","41,488","37,848","16,813","128,312","72,630","43,833","593,807",144.8,"24,278","5,491","12,310","39,914",56.8,26.9,"41,016","157,748","18,863","859,700","92,706",144,"4,550",39,"10,395","23,023","$2,937.39",$938.23,"$1,842.15","$1,237.34",4.8%,3.6%,56.6%,1.7,92.8%,3.1,56.4%,12.8%,28.6%,39.1%,13.80,1.23,43.8%,72.3%,$0.07,$0.02,$0.04,$0.03,$0.65
947,"43,197","39,446","42,010","38,279","13,749","104,743","52,295","44,229","414,325",115.6,"27,605","5,469","9,411","38,539",38.5,22.5,"26,094","99,434","14,571","581,560","64,767",94,"4,567",44,"9,924","22,910","$2,667.93",$858.43,"$1,596.59",$796.91,4.9%,3.0%,49.9%,1.2,89.2%,2.5,63.9%,12.7%,21.8%,31.8%,9.59,0.95,33.7%,61.8%,$0.06,$0.02,$0.04,$0.02,$0.58
948,"42,872","39,133","41,953","38,255","11,975","77,223","28,200","44,221","299,171",98.0,"29,101","6,252","7,016","37,257",42.8,47.5,"23,076","80,501","13,755","481,730","36,607",60,"4,538",47,"8,751","21,835","$1,972.28",$603.81,"$1,176.48",$405.36,4.9%,2.2%,36.5%,0.7,86.9%,1.8,67.9%,14.6%,16.4%,27.9%,6.98,1.04,32.1%,47.4%,$0.05,$0.01,$0.03,$0.01,$0.43
949,"43,094","39,272","41,386","37,687","16,596","135,816","81,074","43,766","543,785",119.9,"24,835","5,687","11,441","39,181",42.3,25.0,"36,544","139,163","17,646","840,660","100,299",157,"4,574",42,"9,469","22,344","$2,580.20",$764.73,"$1,623.52","$1,214.12",4.8%,4.0%,59.7%,1.9,90.9%,3.3,57.6%,13.2%,26.5%,38.5%,12.62,1.02,40.9%,73.8%,$0.06,$0.02,$0.04,$0.03,$0.56
950,"42,361","38,572","41,434","37,705","10,359","71,948","23,961","43,738","269,200",85.0,"30,404","5,414","6,032","35,911",40.0,31.9,"23,710","76,991","13,871","471,580","30,979",52,"4,486",47,"8,788","21,651","$2,171.05",$654.82,"$1,164.51",$314.46,4.8%,2.2%,33.3%,0.6,84.8%,1.7,71.8%,12.8%,14.2%,24.5%,6.35,1.07,32.7%,43.1%,$0.05,$0.02,$0.03,$0.01,$0.48
951,"42,082","38,316","41,158","37,469","11,223","79,333","31,082","43,543","298,408",91.7,"29,329","5,428","6,849","36,085",28.1,19.0,"26,208","83,668","15,288","509,450","38,823",60,"4,445",49,"8,104","21,132","$1,468.39",$539.17,"$1,045.08",$386.32,4.8%,2.2%,39.2%,0.7,85.7%,1.9,69.7%,12.9%,16.3%,26.7%,7.09,1.05,36.3%,48.9%,$0.03,$0.01,$0.02,$0.01,$0.33
952,"43,323","39,521","40,553","36,947","20,914","252,994","184,528","42,870","1,079,004",127.3,"20,575","4,535","16,084","41,248",53.5,25.3,"86,992","276,271","24,585","1,312,535","228,728",331,"4,626",34,"11,919","23,653","$4,543.00","$1,584.60","$3,134.21","$2,476.88",4.7%,6.5%,72.9%,4.3,95.2%,6.2,47.5%,10.5%,37.1%,48.3%,24.91,1.09,56.7%,90.4%,$0.10,$0.04,$0.07,$0.06,$0.98
953,"37,005","34,502","35,987","33,479","10,260","89,173","45,125","36,937","338,877",82.3,"25,242","3,339","7,635","30,605",59.5,71.7,"22,887","79,781","10,116","424,490","57,414",87,"3,832",40,"9,603","20,613","$3,478.16","$1,053.89","$1,710.14",$504.04,4.2%,3.0%,50.6%,1.2,82.7%,2.5,68.2%,9.0%,20.6%,27.7%,9.16,0.89,27.3%,64.4%,$0.09,$0.03,$0.05,$0.01,$0.91
954,"37,000","34,443","36,126","33,609","9,726","66,723","24,449","37,075","275,119",116.0,"25,254","4,945","6,106","32,061",63.1,55.4,"22,822","76,483","13,514","444,510","32,162",68,"3,843",43,"7,762","19,331","$1,569.65",$476.14,$948.60,$497.29,4.2%,2.4%,36.6%,0.7,86.7%,1.8,68.3%,13.4%,16.5%,26.3%,7.44,1.15,36.5%,48.2%,$0.04,$0.01,$0.03,$0.01,$0.41
955,"42,653","38,907","41,585","37,967","11,051","80,110","30,827","43,999","309,808",94.0,"29,913","5,551","6,573","36,000",47.2,32.3,"19,052","88,084","11,638","554,565","40,215",65,"4,482",47,"8,593","21,650","$1,758.23",$615.51,"$1,166.16",$389.25,4.8%,2.4%,38.5%,0.7,84.4%,1.9,70.1%,13.0%,15.4%,25.9%,7.26,1.10,27.3%,50.2%,$0.04,$0.01,$0.03,$0.01,$0.39
956,"42,500","38,868","40,869","37,413","14,181","134,780","80,560","43,213","539,947",112.2,"26,759","5,218","9,436","37,689",43.2,24.8,"46,114","143,782","20,035","758,260","100,528",146,"4,464",45,"9,089","21,755","$2,372.57",$784.93,"$1,548.91","$1,041.39",4.8%,3.7%,59.8%,1.9,88.7%,3.3,63.0%,12.3%,22.2%,33.4%,12.70,1.07,47.1%,74.6%,$0.06,$0.02,$0.04,$0.02,$0.53
957,"42,108","38,565","41,239","37,730","11,029","80,151","31,545","43,564","311,985",99.6,"29,548","5,055","7,069","36,623",43.7,34.1,"32,607","93,787","16,904","557,810","39,674",62,"4,456",47,"8,677","21,045","$2,125.87",$711.56,"$1,237.21",$355.35,4.8%,2.2%,39.4%,0.7,87.0%,1.9,70.2%,12.0%,16.8%,26.2%,7.41,1.17,40.1%,49.5%,$0.05,$0.02,$0.03,$0.01,$0.48
958,"42,242","38,657","41,312","37,807","12,118","80,399","31,478","43,674","316,726",94.7,"28,511","5,726","7,600","36,430",45.0,38.2,"22,549","86,456","13,253","538,830","40,706",75,"4,434",49,"8,504","21,025","$1,826.74",$631.61,"$1,180.76",$475.17,4.8%,2.2%,39.2%,0.7,86.2%,1.9,67.5%,13.6%,18.0%,28.7%,7.50,1.08,31.4%,50.6%,$0.04,$0.01,$0.03,$0.01,$0.41
959,"42,908","39,365","41,472","37,939","16,243","142,156","85,988","43,787","603,903",112.4,"24,844","4,918","12,206","39,471",54.1,51.5,"43,707","160,473","19,661","904,335","106,144",157,"4,529",42,"9,918","21,919","$2,699.13",$836.95,"$1,837.51","$1,334.10",4.8%,3.6%,60.5%,2.0,92.0%,3.4,57.9%,11.5%,28.4%,37.9%,14.07,1.13,45.8%,74.7%,$0.06,$0.02,$0.04,$0.03,$0.60
960,"44,048","40,491","41,826","38,286","19,646","232,542","166,026","44,133","950,883",132.0,"22,388","4,708","15,277","41,498",59.1,32.2,"54,016","207,086","19,912","1,094,220","202,425",230,"4,602",36,"12,164","24,066","$4,622.70","$1,367.68","$3,082.90","$1,589.06",4.9%,5.4%,71.4%,3.8,94.2%,5.6,50.8%,10.7%,34.7%,44.6%,21.59,0.89,45.2%,87.0%,$0.10,$0.03,$0.07,$0.04,$1.00
961,"36,922","33,167","36,046","32,394","7,242","76,896","34,273","37,102","287,345",62.5,"28,409","2,391","5,498","28,786",48.1,49.0,"17,537","68,121","8,258","396,900","44,206",73,"3,834",41,"8,928","20,034","$2,827.69",$844.30,"$1,428.86",$642.16,4.2%,2.3%,44.6%,0.9,78.0%,2.1,76.9%,6.5%,14.9%,19.6%,7.78,0.89,22.4%,57.5%,$0.08,$0.02,$0.04,$0.02,$0.74
962,"36,688","33,062","35,771","32,246","10,839","72,923","31,200","36,769","286,329",112.8,"24,367","5,161","6,480","31,615",36.0,30.4,"18,856","79,147","10,784","505,950","39,787",78,"3,785",44,"7,097","18,578","$1,394.79",$395.24,$848.56,$549.14,4.2%,2.5%,42.8%,0.9,86.2%,2.0,66.4%,14.1%,17.7%,29.5%,7.80,1.09,29.4%,54.6%,$0.04,$0.01,$0.02,$0.01,$0.37
963,"42,323","38,782","41,515","38,033","10,548","72,338","24,058","43,912","297,435",121.2,"30,129","5,711","6,135","36,750",48.1,33.7,"26,045","87,480","13,925","541,010","31,246",71,"4,447",49,"7,700","20,863","$1,659.30",$512.20,"$1,009.27",$526.23,4.8%,1.9%,33.3%,0.6,86.8%,1.7,71.2%,13.5%,14.5%,24.9%,7.03,1.21,32.9%,43.2%,$0.04,$0.01,$0.02,$0.01,$0.37
964,"42,688","39,131","41,493","38,007","15,908","104,544","53,476","43,855","402,537",107.7,"25,234","5,873","10,939","38,592",33.2,26.8,"30,555","112,101","16,878","710,110","67,445",83,"4,425",46,"8,686","21,368","$1,884.90",$640.97,"$1,285.84",$558.08,4.8%,2.9%,51.2%,1.3,90.4%,2.5,59.1%,13.8%,25.6%,37.3%,9.43,1.07,39.5%,64.5%,$0.04,$0.02,$0.03,$0.01,$0.43
965,"42,294","38,773","41,468","38,027","11,461","81,902","33,416","43,835","285,467",63.2,"29,367","5,411","7,170","35,397",28.4,29.6,"21,164","76,560","12,855","484,920","42,048",73,"4,403",51,"8,441","21,163","$1,747.20",$621.88,"$1,164.15",$697.20,4.8%,1.9%,40.8%,0.8,83.7%,2.0,69.4%,12.8%,17.0%,27.1%,6.75,0.93,30.4%,51.3%,$0.04,$0.01,$0.03,$0.02,$0.40
966,"42,291","38,774","41,248","37,840","10,773","84,655","34,626","43,622","346,747",101.7,"29,836","5,231","6,667","36,593",55.0,52.2,"24,483","88,655","13,614","573,830","45,661",78,"4,349",53,"8,019","20,492","$1,632.01",$531.66,"$1,080.81",$572.10,4.8%,2.4%,40.9%,0.8,86.5%,2.1,70.5%,12.4%,15.8%,25.5%,8.20,1.05,32.2%,53.9%,$0.04,$0.01,$0.03,$0.01,$0.38
967,"42,203","38,653","41,601","38,086","7,477","61,015","14,185","43,877","223,213",92.7,"33,225","5,044","3,671","34,745",58.0,59.8,"12,185","52,919","7,890","384,130","19,786",42,"4,336",58,"7,289","19,912","$1,634.45",$490.38,$955.49,$438.53,4.8%,1.5%,23.2%,0.3,82.3%,1.5,78.7%,12.0%,8.7%,17.7%,5.29,0.87,18.7%,32.4%,$0.04,$0.01,$0.02,$0.01,$0.38
968,"42,567","39,041","41,635","38,166","11,624","80,364","30,864","43,994","325,524",114.4,"29,241","5,494","7,346","37,460",52.9,46.9,"25,891","95,369","15,454","661,340","39,770",71,"4,424",54,"7,331","19,863","$1,470.65",$426.08,$979.23,$582.28,4.9%,2.2%,38.4%,0.7,88.0%,1.9,68.7%,12.9%,17.3%,27.3%,7.65,1.19,36.3%,49.5%,$0.03,$0.01,$0.02,$0.01,$0.33
969,"42,636","39,109","41,742","38,251","11,814","78,697","29,899","44,228","292,697",91.1,"29,243","5,994","6,978","36,808",38.8,33.1,"24,799","83,005","14,424","531,645","38,431",65,"4,435",55,"7,980","20,373","$1,698.77",$558.43,"$1,073.56",$659.24,4.9%,2.2%,38.0%,0.7,86.3%,1.9,68.6%,14.1%,16.4%,27.7%,6.87,1.05,33.8%,48.8%,$0.04,$0.01,$0.03,$0.02,$0.38
970,"42,987","39,432","41,597","38,092","16,641","128,057","74,097","43,935","515,027",117.2,"24,618","5,236","12,314","39,517",38.8,26.3,"37,169","136,947","18,410","831,175","91,375",131,"4,452",49,"9,068","21,120","$2,301.41",$756.46,"$1,517.59",$873.49,4.8%,3.4%,57.9%,1.7,91.9%,3.1,57.3%,12.2%,28.6%,38.7%,11.98,1.07,42.8%,71.4%,$0.05,$0.02,$0.04,$0.02,$0.52
971,"42,778","39,237","41,912","38,396","11,435","75,820","26,898","44,262","276,954",70.6,"29,647","6,036","6,690","36,296",45.3,51.0,"20,986","78,813","12,943","517,000","35,684",60,"4,443",51,"8,709","21,088","$2,163.10",$704.51,"$1,254.59",$454.31,4.9%,2.1%,35.5%,0.6,84.8%,1.8,69.3%,14.1%,15.6%,26.7%,6.47,1.04,30.3%,47.1%,$0.05,$0.02,$0.03,$0.01,$0.49
972,"43,006","39,475","41,501","38,010","15,504","114,712","61,094","43,815","510,015",147.6,"25,644","5,606","10,812","39,223",52.6,28.7,"33,590","135,661","17,184","818,300","78,176",122,"4,472",46,"9,160","21,422","$2,183.65",$741.35,"$1,448.79",$812.55,4.8%,3.7%,53.3%,1.4,91.2%,2.8,59.6%,13.0%,25.1%,36.1%,11.86,1.18,40.0%,68.1%,$0.05,$0.02,$0.03,$0.02,$0.49
973,"43,629","39,992","42,071","38,430","17,905","165,605","108,353","44,412","585,419",75.2,"24,026","5,426","13,241","39,662",34.7,46.3,"36,414","146,224","16,649","848,035","131,021",166,"4,556",42,"10,438","22,723","$3,217.10",$948.25,"$2,001.09","$1,230.01",4.9%,3.9%,65.4%,2.5,90.9%,3.9,55.1%,12.4%,30.3%,41.0%,13.42,0.88,38.2%,79.1%,$0.07,$0.02,$0.05,$0.03,$0.71
974,"43,550","39,883","41,777","38,235","17,121","143,884","86,397","44,206","664,591",151.1,"24,442","5,314","12,606","40,370",62.6,44.2,"49,594","181,907","20,867","977,540","108,246",165,"4,493",38,"11,165","23,329","$3,239.72","$1,007.40","$1,928.79","$1,226.02",4.9%,4.1%,60.0%,2.0,92.7%,3.4,56.1%,12.2%,28.9%,39.3%,15.26,1.26,47.9%,75.2%,$0.07,$0.02,$0.04,$0.03,$0.72
975,"38,006","34,352","37,343","33,756","7,483","62,075","20,120","38,594","228,160",91.9,"29,095","4,112","4,370","31,270",36.9,29.6,"17,938","59,307","10,919","356,890","25,618",52,"3,888",43,"8,659","20,154","$2,222.66",$750.68,"$1,238.24",$352.45,4.4%,1.7%,32.4%,0.5,82.3%,1.7,76.6%,10.8%,11.5%,19.7%,6.00,0.96,28.7%,41.3%,$0.06,$0.02,$0.03,$0.01,$0.57
976,"42,855","39,290","41,280","37,879","15,167","136,024","80,706","43,622","616,615",155.3,"25,874","5,315","10,627","39,070",53.4,55.2,"40,986","167,502","15,992","868,730","102,519",144,"4,400",42,"9,653","22,145","$2,434.87",$827.86,"$1,641.07","$1,205.02",4.8%,3.6%,59.3%,1.9,91.2%,3.3,60.4%,12.4%,24.8%,35.4%,14.39,1.23,37.3%,75.4%,$0.06,$0.02,$0.04,$0.03,$0.55
977,"42,484","38,963","41,525","38,082","11,144","76,460","26,785","43,977","342,036",135.5,"29,399","5,871","6,754","37,567",63.9,53.5,"28,210","93,489","16,495","542,520","35,970",63,"4,471",47,"8,706","21,667","$2,324.44",$716.09,"$1,312.97",$587.30,4.8%,2.3%,35.0%,0.6,88.4%,1.8,69.2%,13.8%,15.9%,26.2%,8.05,1.22,38.8%,47.0%,$0.05,$0.02,$0.03,$0.01,$0.52
978,"42,872","39,472","41,560","38,176","17,141","127,075","73,749","43,900","498,693",87.9,"24,064","5,580","12,510","38,836",38.3,39.6,"26,487","143,819","14,701","883,210","92,956",173,"4,426",42,"9,952","22,039","$2,387.97",$799.56,"$1,611.16","$1,133.99",4.8%,3.3%,58.0%,1.7,90.6%,3.1,56.1%,13.0%,29.2%,40.0%,11.63,1.13,34.3%,73.2%,$0.06,$0.02,$0.04,$0.03,$0.54
979,"42,749","39,193","41,923","38,391","11,823","81,158","31,332","44,407","315,174",102.8,"29,219","5,606","7,556","37,080",55.5,54.7,"23,181","90,805","14,583","581,340","40,976",90,"4,460",45,"9,357","21,985","$2,420.88",$684.79,"$1,226.71",$604.97,4.9%,2.0%,38.6%,0.7,86.7%,1.9,68.4%,13.1%,17.7%,27.7%,7.37,1.12,34.1%,50.5%,$0.06,$0.02,$0.03,$0.01,$0.54
980,"43,436","39,883","42,055","38,571","16,789","128,589","73,966","44,617","492,895",99.3,"24,976","5,437","12,270","39,476",46.0,33.2,"30,314","121,952","16,106","750,950","90,938",128,"4,496",45,"9,731","22,413","$2,315.34",$717.87,"$1,546.46",$906.60,4.9%,3.3%,57.5%,1.7,90.9%,3.1,57.5%,12.5%,28.2%,38.7%,11.35,0.95,37.1%,70.7%,$0.05,$0.02,$0.04,$0.02,$0.51
981,"42,879","39,350","41,951","38,475","11,299","75,802","26,304","44,394","318,933",109.8,"29,653","5,987","6,753","37,285",52.0,36.1,"29,976","91,548","16,938","515,130","33,578",57,"4,451",48,"8,958","21,849","$1,993.43",$650.46,"$1,166.73",$341.36,4.9%,2.2%,34.7%,0.6,87.0%,1.8,69.2%,14.0%,15.7%,26.4%,7.44,1.21,39.5%,44.3%,$0.05,$0.02,$0.03,$0.01,$0.45
982,"43,360","39,830","41,608","38,241","17,251","141,095","83,824","43,976","681,115",190.3,"24,144","5,635","12,472","40,381",70.3,32.4,"47,559","187,122","19,299","1,002,070","108,353",184,"4,497",40,"10,047","22,506","$2,791.35","$1,002.70","$1,991.66","$1,488.91",4.8%,4.0%,59.4%,1.9,93.1%,3.4,55.7%,13.0%,28.8%,39.8%,15.71,1.33,44.5%,76.8%,$0.06,$0.02,$0.05,$0.03,$0.62
983,"42,628","39,213","41,831","38,432","9,576","69,314","20,402","44,289","280,113",118.6,"31,140","5,588","5,538","36,759",59.1,47.7,"20,679","76,572","13,335","498,790","27,012",39,"4,403",47,"9,084","21,747","$2,503.36",$742.27,"$1,312.94",$380.59,4.9%,2.0%,29.4%,0.5,86.2%,1.7,73.1%,13.1%,13.0%,22.5%,6.57,1.10,31.3%,39.0%,$0.06,$0.02,$0.03,$0.01,$0.57
984,"43,212","39,675","42,156","38,693","14,702","103,505","51,708","44,599","416,045",132.8,"26,909","5,624","10,208","39,078",37.0,19.1,"26,160","103,683","14,422","645,690","64,278",83,"4,495",47,"8,905","21,747","$1,836.91",$587.73,"$1,281.66",$769.06,4.9%,2.5%,50.0%,1.2,90.4%,2.5,62.3%,13.0%,23.6%,34.0%,9.63,1.00,33.4%,62.1%,$0.04,$0.01,$0.03,$0.02,$0.41
985,"43,101","39,565","41,942","38,485","14,238","99,272","47,224","44,365","414,738",95.6,"27,054","5,997","9,495","38,296",56.4,58.2,"31,036","122,558","15,867","741,230","62,368",101,"4,539",45,"9,429","21,922","$2,150.07",$722.78,"$1,449.95",$781.88,4.9%,2.7%,47.6%,1.1,88.9%,2.4,62.8%,13.9%,22.0%,33.0%,9.62,1.23,36.8%,62.8%,$0.05,$0.02,$0.03,$0.02,$0.47
986,"43,386","39,864","42,229","38,746","15,348","103,986","51,659","44,629","410,688",101.4,"26,265","5,772","10,740","38,893",39.1,11.9,"33,765","113,679","18,119","692,240","63,158",80,"4,519",46,"9,300","22,167","$2,324.88",$721.20,"$1,385.10",$652.10,4.9%,2.8%,49.7%,1.2,89.6%,2.5,60.5%,13.3%,24.8%,35.4%,9.47,1.09,41.8%,60.7%,$0.05,$0.02,$0.03,$0.02,$0.51
987,"43,299","39,740","42,436","38,914","11,133","75,763","26,371","44,949","274,671",75.5,"30,540","5,640","6,722","36,920",39.2,46.5,"24,334","79,083","15,229","505,245","33,357",51,"4,481",49,"8,648","21,839","$1,949.96",$615.80,"$1,152.98",$360.43,4.9%,2.1%,34.8%,0.6,85.3%,1.8,70.5%,13.0%,15.5%,25.7%,6.34,1.04,35.2%,44.0%,$0.05,$0.01,$0.03,$0.01,$0.44
